iter	Passed	Remaining
423	1884	2559
424	1886	2552
425	1889	2545
426	1892	2539
427	1894	2532
428	1897	2525
429	1899	2518
430	1902	2511
431	1904	2504
432	1908	2498
433	1910	2492
434	1913	2485
435	1915	2478
436	1918	2471
437	1920	2464
438	1924	2459
439	1926	2452
440	1929	2445
441	1932	2439
442	1934	2432
443	1939	2428
444	1942	2422
445	1945	2416
446	1947	2409
447	1950	2403
448	1954	2399
449	1958	2393
450	1960	2386
451	1962	2379
452	1965	2372
453	1970	2370
454	1974	2364
455	1981	2363
456	1985	2359
457	1990	2355
458	1993	2349
459	1996	2343
460	2001	2339
461	2003	2333
462	2006	2327
463	2009	2321
464	2012	2315
465	2018	2312
466	2021	2306
467	2025	2302
468	2027	2296
469	2032	2291
470	2036	2287
471	2039	2281
472	2042	2275
473	2045	2269
474	2049	2265
475	2052	2259
476	2055	2253
477	2058	2247
478	2061	2242
479	2064	2236
480	2067	2230
481	2070	2224
482	2072	2218
483	2075	2212
484	2080	2208
485	2083	2203
486	2085	2196
487	2087	2190
488	2090	2184
489	2094	2179
490	2096	2173
491	2099	2167
492	2101	2160
493	2103	2154
494	2105	2148
495	2108	2142
496	2111	2136
497	2113	2130
498	2116	2124
499	2118	2118
500	2121	2112
501	2125	2108
502	2128	2103
503	2131	2097
504	2133	2090
505	2135	2084
506	2137	2078
507	2140	2073
508	2143	2067
509	2146	2061
510	2148	2056
511	2151	2050
512	2154	2045
513	2157	2040
514	2160	2034
515	2162	2028
516	2164	2021
517	2166	2016
518	2168	2010
519	2173	2006
520	2176	2000
521	2180	1996
522	2182	1990
523	2185	1985
524	2188	1980
525	2192	1975
526	2195	1970
527	2197	1964
528	2199	1958
529	2201	1952
530	2205	1947
531	2207	1942
532	2209	1936
533	2211	1930
534	2214	1924
535	2216	1918
536	2219	1913
537	2222	1908
538	2224	1902
539	2226	1897
540	2229	1891
541	2231	1886
542	2234	1880
543	2237	1875
544	2241	1871
545	2244	1866
546	2246	1860
547	2250	1856
548	2253	1851
549	2256	1846
550	2259	1840
551	2261	1835
552	2264	1830
553	2268	1825
554	2270	1820
555	2273	1815
556	2276	1810
557	2278	1805
558	2282	1801
559	2286	1796
560	2289	1791
561	2291	1786
562	2294	1780
563	2297	1775
564	2300	1771
565	2303	1766
566	2306	1761
567	2308	1756
568	2312	1751
569	2315	1747
570	2318	1742
571	2321	1737
572	2324	1732
573	2328	1727
574	2331	1722
575	2333	1717
576	2336	1712
577	2339	1707
578	2341	1702
579	2345	1698
580	2348	1693
581	2351	1688
582	2353	1683
583	2356	1678
584	2361	1675
585	2363	1669
586	2366	1664
587	2368	1659
588	2371	1654
589	2377	1651
590	2379	1647
591	2383	1642
592	2387	1638
593	2390	1633
594	2394	1629
595	2396	1624
596	2398	1619
597	2400	1613
598	2403	1608
599	2406	1604
600	2408	1599
601	2411	1594
602	2413	1589
603	2415	1583
604	2417	1578
605	2419	1573
606	2423	1569
607	2426	1564
608	2428	1559
609	2430	1554
610	2432	1548
611	2435	1543
612	2438	1539
613	2441	1535
614	2444	1530
615	2446	1524
616	2448	1519
617	2450	1514
618	2453	1510
619	2456	1505
620	2458	1500
621	2461	1495
622	2463	1490
623	2465	1485
624	2467	1480
625	2470	1476
626	2472	1471
627	2475	1466
628	2477	1461
629	2479	1456
630	2481	1451
631	2483	1446
632	2486	1441
633	2488	1436
634	2490	1431
635	2492	1426
636	2494	1421
637	2496	1416
638	2499	1411
639	2501	1407
640	2504	1402
641	2506	1397
642	2508	1392
643	2510	1387
644	2512	1382
645	2514	1377
646	2517	1373
647	2520	1368
648	2522	1364
649	2524	1359
650	2526	1354
651	2528	1349
652	2531	1345
653	2534	1340
654	2536	1335
655	2541	1332
656	2543	1327
657	2545	1323
658	2547	1318
659	2550	1313
660	2553	1309
661	2556	1305
